name,year,stars,abstract
"Sonyeon, Cheonguk-e gada",(2005),6.5,Un niño huérfano se enamora y escribe cartas anónimas de una mujer de 30 años porque le recuerda a su madre.
Saedeu mubi,(2005),7.3,Varias parejas luchan con sus relaciones.
"Jeni, Juno",(2005),6.4,"Temiendo la desaprobación de sus familias, Jeni y su novio Juno mantienen su embarazo oculto.¿Cuánto tiempo pueden mantener los adolescentes el secreto?"
Yu-wol-ui il-gi,(2005),6.3,"En su persecución de un asesino en serie, dos policías encuentran un diario en el que todos los asesinatos cometidos y muchos más por venir se predijeron."
Oechul,(2005),6.7,"Un hombre y una mujer se reúnen en el hospital después de que sus respectivos socios están involucrados en un accidente automovilístico.Después de aprender que sus cónyuges han estado teniendo un asunto, los dos comienzan uno propio."
Bunhongsin,(2005),5.8,"Una mujer que encuentra un par de tacones rosados en una plataforma de metro pronto se da cuenta de que los celos, la codicia y la muerte los siguen dondequiera que vayan."
Yasuwa minyeo,(2005),6.6,Una mentira blanca hace que las cosas sean aún más difíciles para Dong-gun cuando su novia ciega recupera la vista después de una operación exitosa.¿Lo amará ella por quién es él?
Geuddae geusaramdeul,(2005),6.9,Una mirada a la vida del presidente Parque Chung-hee y los eventos que conducen a su asesinato.
Mongjunggi 2,(2005),4.8,Cuatro chicas de secundaria se vuelven curiosas por el sexo y compiten por la atención de su maestro.
Jakeob-ui jeongseok,(2005),6,"Min-Jun y Ji-Won son ""jugadores"" de primera clase que se utilizan para abrirse camino en el campo del amor y el sexo, hasta que se encuentran entre sí.Que empiecen los juegos."
Noksaek uija,(2005),6.1,"Cuando una ama de casa ordinaria es condenada por seducir a un menor, el amor imprudente conduce a la obsesión y la duda que se arrastra."
Han cheng gong lüe,(2005),5.6,JJ /
Chello hongmijoo ilga salinsagan,(2005),6,y pi lam (
El arco,(2005),7.1,"(2000)) robar 2 platos robados de USD100 en HK.Lam los pierde, no hay recompensa de los Estados Unidos.Lam y sus 3 lindos ángeles intentan volver a conseguirlos en Seúl, al igual que JJ.Mucha lucha."
Geuk jang jeon,(2005),7,Un violonchelo está encantado por eventos extraños después de un accidente automovilístico.
Ark,(2005),6.1,"En un barco de pesca en el mar, un hombre de 60 años ha estado levantando a una chica desde que era una bebé.Se acuerda que se casarán en su cumpleaños número 17, y ella es 16 ahora.Viven una vida tranquila y aislada, alquilando los pescadores de bote a día y practicando ritos de adivinación extraños.Su vida cambia cuando un estudiante adolescente viene a bordo ..."
Miseuteo Sokeurateseu,(2005),6.3,"En Seúl, un estudiante suicida se encuentra con una mujer joven que decide unirse a él en su gesto fatal.Tongsu, un cineasta fallido, mancha una hermosa joven, que pasa a ser la actriz principal en la película que acaba de ver."
Búsqueda prohibida,(2006),6.3,"En 2204, las personas necesitan escapar de su planeta condenado antes de que sea demasiado tarde."
Carnaval de violencia,(2006),7.3,Un scumbag de baja vida se secuestra por una pandilla misteriosa y ponen un entrenamiento inhumano para convertirse en un mole dentro de la fuerza policial.
Mo gong,(2006),6.7,Un académico noble y de alta clase comienza a escribir novelas eróticas en el siglo XVIII de la Dinastía Chosun.Se enamora de una mujer del rey.
La mujer en la playa,(2006),6.9,"Un pequeño matón que recolecta las deudas por la tríada local, se encuentra entre sus aspiraciones criminales y su devoción a la familia."
Ya-soo,(2006),6.3,"Los centros de historias en una batalla durante el período de los Estados en guerra de China, una serie de guerras civiles, que se extendieron desde el quinto al 3º siglo.Basado en un popular manga japonés, que a su vez se basó en una novela japonesa inspirada en la historia de los Estados en guerra en China."
Gakseoltang,(2006),6.4,Un director de cine atrae a su joven amigo para venir a la playa en el pretexto de escribir un guión.Luego comienza un asunto con la novia del amigo.
Holli-dei,(2006),6.5,"El fiscal de distrito de sangre caliente, Jin-Woo y la policía indisciplinada, los do-youngs quieren lo mismo;justicia.Sus métodos son completamente diferentes, pero se unen para atrapar y procesar un poderoso jefe de la mafia y político yoo."
Geuhae yeoreum,(2006),7.3,Shi-eun (Su-Jeong Lim) es una mujer cuyo amor por montar a caballo hace que sus pruebas de rostro y tribulaciones.
Minyeo-neun goerowo,(2006),6.7,Petty criminales atrapados por la ley brutal.
Urideul-ui haengbok-han shigan,(2006),7.4,"Una vez en un verano (Hangul) es una película de Melodrama / Romance de 2006, dirigida por Jo Keun-shik.La película stars lee byung-hun y soo ae.Ganó la mejor película y el mejor director (para Jo) en los 15º PREMIOS DE CHUNSA FILM ARTES en 2007."
The Host,(2006),7.1,"Una niña talentoso pero obesa, que canta fantasma para una estrella pop no tan talentosa, sufre una cirugía plástica extensa para convertirse en una belleza delgada con una nueva identidad."
Yeolhyeol-nama,(2006),7,Una niña suicida comenzó a visitar a un asesino condenado a la espera de la ejecución todos los jueves.
Domabaem,(2006),6.9,Un monstruo emerge del río Han de Seúl y comienza a atacar a las personas.La familia amorosa de una víctima hace lo que puede rescatarla de sus garras.
Sasaeng gyeoldan,(2006),6.2,"Junto con un compañero, un ladrón de pequeño tiempo llega a la ciudad natal del asesino de su mentor para buscar venganza, pero se ve atrapado en una solución al hacer más amistad a la madre del asesino."
Haebaragi,(2006),7.2,Un niño cae para una chica misteriosa que sigue desapareciendo.
Jopog manura 3,(2006),6.4,Un pusher de droga de bajo nivel es presionado por un COP corrupto para ayudarlo a atrapar un Señor de las drogas locales.
Huhwihaji anha,(2006),7,"Liberado de la prisión, Taesik va a vivir con una madre adoptada.Él toma un trabajo y trata de vivir una vida tranquila con su nueva familia.Sus esfuerzos están amenazados cuando un político busca golpear al restaurante familiar para construir un centro comercial."
Yeui-eomneun geotdeul,(2006),7.2,"Cuando Aryong, la hija de un jefe de una tríada de Hong Kong es acusada de matar al jefe de una tríada competidora, ella se esconde en Corea.Al llegar, ella es guiada por un ágil pero leal Gi-Chul y su equipo de Motley, que se les asigna para protegerla hasta su regreso."
Orae-doen jeongwon,(2006),6.6,"Sumin es un huérfano que intenta equilibrar el trabajo en una fábrica con un estudio en una universidad de arte y un trabajo nocturno.Una noche, un joven empresario rico tiene un avance sobre él durante uno de sus trabajos de conducción."
Deiji,(2006),7.5,"Un mudo hit-man vopa para matar solo a los groseros, y ahorrar suficiente dinero para la cirugía de la lengua."
"Dal-kom, sal-beol-han yeon-in",(2006),6.4,"(Coreano con subtítulos en inglés) señaló director de ""el ama de casa"" combina la política con el romance para tejer una historia de dos activistas en esconderse en una choza remota.El entorno íntimo resulta ser un terreno fértil para los deseos ocultos."
Miseuteo Robin ggosigi,(2006),6.6,"Sobre una historia trágica de triángulo de amor que involucra a un joven pintor Hye-Young, el detective de Interpol Detective Jeong Woo, y el PROFESIONAL HITMAN PARK YI."
Ssa-i-bo-geu-ji-man-gwen-chan-a,(2006),7.1,Un joven enamorado por primera vez descubre que su novia tiene un secreto desagradable en su refrigerador.
Yeolliji,(2006),6.3,"Un analista de la compañía coreana termina el auto de un hombre estadounidense, luego descubre que es su nuevo jefe.Afortunada en el amor, ella comienza a tomar lecciones de romance de él para seducirlo."
Yeogyosu-ui eunmilhan maeryeok,(2006),4.3,"Una chica que piensa que es un cyborg de combate se registra en un hospital mental, donde se encuentra con otros psicóticos.Finalmente, ella cae por un hombre que piensa que puede robar las almas de la gente."
Son-nim-eun-wang-e-da,(2006),6.5,"Ahora y para siempre, cuenta el viaje emocional de un Playboy que encuentra el verdadero amor en su relación con una chica hermosa que conoció en el hospital."
Dasepo sonyo,(2006),5.9,La historia de la historia de amor de un hermoso maestro con cinco hombres.
Bang-gwa-hoo-ock-sang,(2006),6.6,"Un barbero tiene un secreto oculto que, si se revela, puede cambiar su vida feliz para siempre."
Kariseuma talchulgi,(2006),6.2,"Basado en la tira cómica de Internet, niña múltiple (A.K.A DASEPO SONYO) sigue las aventuras sexuales en una escuela secundaria muy extraña."
Aju teukbyeolhan sonnim,(2006),6.7,"El nuevo chico accidentalmente se pone en el lado equivocado del intimidón de la escuela secundaria, y es desafiado a una pelea después de la escuela."
El tiempo,(2006),7.2,"Han Jung Soo es el buen chico típico, con amigos y bien en la escuela.Pero debido a algunos malentendidos que otros lo confunden con el legendario siete cortador y su vida se vuelve muy difícil."
Hearty Paws,(2006),7.5,"Strangers le pide a una niña para hacerse pasar por una hija pródigala para cumplir con el deseo de muerte de un padre, y al hacerlo, pruebe la fragilidad de los bonos familiares."
Sin-de-rel-la,(2006),5.5,"Para salvar su relación, una mujer se pone a través de una cirugía plástica extensa."
Ddukbang,(2006),5.6,Un niño roba a un cachorro por el sexto cumpleaños de su hermana menor.
Seuseung-ui eunhye,(2006),6,La hija de un cirujano plástico experimenta eventos extraños que parecen estar conectados su infancia.
Jjakpae,(2006),6.6,"Después de vivir vidas separadas, tres hombres intentan restablecer a su antiguo césped que ahora está infestado de gángsters para su antigua gloria."
Conduciendo con el amante de mi esposa,(2006),6.3,Los rencores enterrados tienen consecuencias desastrosas para una reunión de clase en esta película desagroléticamente sangrienta del director coreano DAE-WOONG LIM.
Aachi & Ssipak,(2006),6.8,"Después de asesinar a su amiga infantil, un ejército de artes marciales de dos hombres supera a un camino hacia la perp."
In Between Days,(2006),6.4,"Después de darse cuenta de que su esposa lo ha estado haciendo trampa en él, el fabricante de estampillas leve, Tae-Han, deja su pequeña ciudad costera de Naksan, decidida a rastrear al amante de su esposa, un conductor de taxis de Seúl llamado Joong-Sik."
Shark Bait,(2006),4.2,"En un futuro donde la energía está hecha de la materia fecal, el gobierno recompensa la defecación con ""JuicyBars"".Las carreteras pequeñas intentan enriquecerse mientras se defienden la pandilla del pañal mutado."
Secret Sunshine,(2007),7.5,Un inmigrante coreano se enamora de su mejor amiga mientras navega por los desafíos de vivir en un nuevo país.
Never Forever,(2007),6.4,Un pez debe encontrar su destino para salvar su hogar y el amor de su vida de un tiburón de acoso escolar.
Furia de Dragones,(2007),3.5,"Una mujer se muda a la ciudad donde nació su marido muerto.A medida que intenta encajar, otro evento trágico anula su vida."
Saek-jeuk-shi-gong-ssi-zeun-too,(2007),6.1,"Cuando una mujer estadounidense comienza una relación peligrosa con un trabajador inmigrante atractivo, para salvar su matrimonio, ella encuentra su verdadero yo."
"Hwang Jin-yi, cortesana legendaria",(2007),6.4,"Una vez en 500 años, las antiguas criaturas míticas vienen a la Tierra, causando estragos y destrucción.Esta vez deben ser detenidos."
Sebeun deijeu,(2007),6.7,"EUN-SIK es parte de una pareja de campus casi ideal con Kyung-ah.Si bien su relación de tres años es sólida, EUN-SIK luchan por llegar al siguiente nivel;A pesar de la ayuda y el apoyo de sus amigos, no puede lograr meterla en la cama."
Hængbok,(2007),7,"La vida del famoso Gisaeng (artista femenino), Hwang Jin Yi, que vivió en Corea del siglo XVI."
Hwa-ryeo-han-hyoo-ga,(2007),7,"Un abogado exitoso que, para salvar a su hija, es presionado para defender la inocencia de un hombre programado para recibir la pena de muerte."
Du eolgurui yeochin,(2007),6.5,Una historia de amor sobre dos personas que se encuentran mientras luchan contra enfermedades graves.
Hansel & Gretel,(2007),6.7,"La historia de los acontecimientos que conduce a la masacre de Gwangju de 1980 en Corea del Sur, cuando miles de estudiantes y manifestantes fueron asesinados por tropas armadas durante una demostración contra el gobierno."
Bokmyeon dalho,(2007),6.3,"Gu-Chang conoce a una chica dulce y linda, también un estudiante universitario.Se cita.Más tarde, descubre su trastorno de identidad disociativo, cuando se vuelve viciosa a veces."
Nae sarang,(2007),6.7,Mi hermosa semana es una película romántica sobre un psiquiatra divorciado que cumple con un detective duro y machista.
Uahan segye,(2007),6.9,"Una acción de acción alegre de un gángster a tiempo parcial que intenta ser un padre a tiempo completo y quiere vivir una vida pacífica con su familia a pesar de estar en problemas casi todo el tiempo, debido a su profesión."
